"Section","Item","Url","Status","SavedAs"
"Annex T _ Mechanical Tests","Flashcards","https://notebooklm.google.com/notebook/2fb716ca-1aa4-428b-a695-d4dab0ee3510?artifactId=f9413c3a-01c3-4719-98e3-b9fcea6bd46e","downloaded","Flashcards.bin"
"Annex T _ Mechanical Tests","Quiz","https://notebooklm.google.com/notebook/2fb716ca-1aa4-428b-a695-d4dab0ee3510?artifactId=ef2ca800-ec21-4d15-a250-c401f3fb30d9","downloaded","Quiz.bin"
"Annex V _ Accessible Parts","Video","https://notebooklm.google.com/notebook/b3330074-ae33-4ece-9901-a00f7026777a?artifactId=f8f32e1d-8ebc-41ed-ad7c-4a59f766f224","downloaded","Video.bin"
"Annex V _ Accessible Parts","Slide","https://notebooklm.google.com/notebook/b3330074-ae33-4ece-9901-a00f7026777a?artifactId=5593043e-f4d8-4bff-8b3d-cbb2fad5ece6","downloaded","Slide.bin"
"Annex V _ Accessible Parts","Voice Prezo","https://docs.google.com/videos/d/1J2sW58UBdWWCkKJE1FZKm6X8vZMJQfRvTKxY59qUTh0/edit?usp=sharing","downloaded","Voice Prezo.bin"
"Annex V _ Accessible Parts","Flashcards","https://notebooklm.google.com/notebook/b3330074-ae33-4ece-9901-a00f7026777a?artifactId=10eca7f9-1232-4d28-9a53-e1fd6dda65aa","downloaded","Flashcards.bin"
"Annex V _ Accessible Parts","Quiz","https://notebooklm.google.com/notebook/b3330074-ae33-4ece-9901-a00f7026777a?artifactId=03d54dba-086b-4be4-a91b-213be0d17d0e","downloaded","Quiz.bin"
"Annex Y.5 _ Equipment within an Outdoor Enclosure","Video","https://notebooklm.google.com/notebook/96f12307-f53d-4938-801e-8d7fcc0b8645?artifactId=474426fa-bf54-4f9a-8c04-067040c7a449","downloaded","Video.bin"
"Annex Y.5 _ Equipment within an Outdoor Enclosure","Slide","https://notebooklm.google.com/notebook/96f12307-f53d-4938-801e-8d7fcc0b8645?artifactId=0832a283-7496-428e-9775-8c80d0830a39","downloaded","Slide.bin"
"Annex Y.5 _ Equipment within an Outdoor Enclosure","Voice Prezo","https://docs.google.com/videos/d/1Cl7TzyuozUuYYQAU_-4-lQikhczH6pDlhePYHXNl65c/edit?usp=sharing","downloaded","Voice Prezo.bin"
"Annex Y.5 _ Equipment within an Outdoor Enclosure","Flashcards","https://notebooklm.google.com/notebook/96f12307-f53d-4938-801e-8d7fcc0b8645?artifactId=c729273b-d4f6-4ddc-a1d8-ceebfae0c179","downloaded","Flashcards.bin"
"Annex Y.5 _ Equipment within an Outdoor Enclosure","Quiz","https://notebooklm.google.com/notebook/96f12307-f53d-4938-801e-8d7fcc0b8645?artifactId=d01d2f2e-55f0-4fc9-abd4-6be38c4f871c","downloaded","Quiz.bin"
